read_id	primer_hit_01_start	primer_hit_01_end	primer_hit_02_start	primer_hit_02_end	adaptor_hit_start	adaptor_hit_end
GGBKTAO02CEFQQ length=214 xy=0867_1696 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B5D83 length=91 xy=0764_1749 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B9FK0 length=319 xy=0810_1682 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B8WLH length=336 xy=0804_1651 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CG2K9 length=138 xy=0897_1739 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B18EY length=337 xy=0728_1672 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CAEB0 length=320 xy=0821_1662 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CC4BF length=101 xy=0852_1673 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B3TB3 length=238 xy=0746_1713 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B3S8R length=362 xy=0746_1593 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B5D5Q length=320 xy=0764_1628 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B35Z3 length=379 xy=0750_1745 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B8509 length=169 xy=0807_1595 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CD9CT length=359 xy=0865_1611 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CDM7O length=319 xy=0858_1586 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CFKSL length=335 xy=0880_1651 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B32VH length=313 xy=0749_1787 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CGC8P length=230 xy=0889_1655 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CFHPT length=162 xy=0879_1759 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CD9BL length=322 xy=0865_1567 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B3507 length=362 xy=0750_1785 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CGJK3 length=74 xy=0891_1685 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CDGXT length=75 xy=0856_1647 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CC7E7 length=350 xy=0853_1601 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B6I6V length=145 xy=0777_1557 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B70XV length=335 xy=0794_1585 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CANPX length=86 xy=0824_1539 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B5NLJ length=206 xy=0767_1573 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CE4YE length=178 xy=0875_1604 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B7HXX length=331 xy=0788_1539 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B5TZL length=161 xy=0769_1663 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B6F1Y length=206 xy=0776_1588 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B65GM length=320 xy=0784_1748 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B6F7I length=255 xy=0776_1788 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CFA9E length=149 xy=0877_1584 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B4LNV length=500 xy=0755_1561 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CBMLE length=338 xy=0835_1680 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CBC6M length=336 xy=0832_1772 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CGMPZ length=266 xy=0892_1653 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CAEAY length=294 xy=0821_1624 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B65A4 length=372 xy=0784_1550 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CGV82 length=318 xy=0895_1716 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CA3KG length=70 xy=0829_1598 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CA3PL length=60 xy=0829_1783 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CDZV5 length=268 xy=0862_1635 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B5Z86 length=68 xy=0771_1592 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CBPQB length=228 xy=0836_1649 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CELZW length=439 xy=0869_1610 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B6MIU length=336 xy=0778_1780 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B5W3R length=180 xy=0770_1605 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B47XB length=260 xy=0762_1741 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CDTML length=44 xy=0860_1707 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B8QB9 length=193 xy=0802_1735 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CFN1V length=322 xy=0881_1777 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CCUTA length=160 xy=0849_1644 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B5KG3 length=246 xy=0766_1621 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CAW8K length=48 xy=0827_1586 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CBC6U length=160 xy=0832_1780 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CFQ25 length=229 xy=0882_1615 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CECKJ length=226 xy=0866_1681 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CBF77 length=320 xy=0833_1621 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B32UV length=313 xy=0749_1765 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CA0JG length=317 xy=0828_1770 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CCUUB length=80 xy=0849_1681 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B5W56 length=87 xy=0770_1692 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B737T length=60 xy=0795_1735 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B2K2C length=180 xy=0732_1682 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B20VN length=55 xy=0737_1697 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B4OZX length=108 xy=0756_1787 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CCBUG length=325 xy=0843_1638 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B9OYQ length=321 xy=0813_1552 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CGPYP length=336 xy=0893_1759 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B9IQQ length=314 xy=0811_1680 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CAKK7 length=287 xy=0823_1577 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CDTJK length=336 xy=0860_1598 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B3M2P length=231 xy=0744_1791 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B9709 length=163 xy=0819_1691 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CGV5Q length=409 xy=0895_1596 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CDWS1 length=81 xy=0861_1731 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B68LU length=320 xy=0785_1728 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CD596 length=71 xy=0864_1724 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B3ABV length=366 xy=0740_1657 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CFNXL length=306 xy=0881_1623 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B5NMB length=326 xy=0767_1601 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CGJIM length=448 xy=0891_1596 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B8TDB length=77 xy=0803_1565 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CBPRF length=88 xy=0836_1689 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B6C03 length=335 xy=0775_1765 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CANVC length=345 xy=0824_1734 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B8513 length=335 xy=0807_1625 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CBY99 length=339 xy=0839_1743 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B3ZMD length=281 xy=0748_1667 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CEYLO length=327 xy=0873_1562 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B6CWZ length=450 xy=0775_1617 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CGPXX length=337 xy=0893_1731 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B23W5 length=169 xy=0738_1543 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B6PLX length=210 xy=0779_1683 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B23ZR length=157 xy=0738_1637 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B3ACI length=247 xy=0740_1680 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CGZES length=117 xy=0896_1714 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B20UL length=52 xy=0737_1659 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B56LC length=495 xy=0773_1614 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CGGEB length=331 xy=0890_1649 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CAKNR length=148 xy=0823_1669 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CC02H length=480 xy=0851_1559 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B9FLJ length=319 xy=0810_1701 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CECMF length=296 xy=0866_1749 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B9O2X length=286 xy=0813_1703 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B7XQ6 length=314 xy=0793_1552 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CA3M3 length=340 xy=0829_1693 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B7686 length=319 xy=0796_1576 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B5W1Y length=371 xy=0770_1540 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B7BPU length=90 xy=0786_1664 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B5QRH length=337 xy=0768_1579 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CG8WL length=170 xy=0899_1731 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CANU1 length=434 xy=0824_1723 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B5T02 length=351 xy=0769_1716 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CAT35 length=482 xy=0826_1635 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B4VBD length=546 xy=0758_1783 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B733W length=297 xy=0795_1594 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B5HAC length=174 xy=0765_1586 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CDJ2D length=239 xy=0857_1603 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B2RFU length=320 xy=0734_1752 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CANTP length=381 xy=0824_1675 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CCEXX length=336 xy=0844_1555 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CCUS3 length=320 xy=0849_1637 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CD9A6 length=384 xy=0865_1552 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B2XLH length=153 xy=0736_1539 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B4IKD length=245 xy=0754_1643 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B4FHS length=373 xy=0753_1758 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CF3O2 length=249 xy=0886_1572 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B5D8H length=321 xy=0764_1727 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B9FKP length=337 xy=0810_1671 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B65F7 length=320 xy=0784_1733 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B68IO length=55 xy=0785_1614 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B6I77 length=322 xy=0777_1605 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B5D6B length=176 xy=0764_1649 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CDJ1M length=318 xy=0857_1576 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CAQZN length=210 xy=0825_1681 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B4LOA length=232 xy=0755_1576 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B5A18 length=264 xy=0763_1710 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B7ODS length=327 xy=0790_1694 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CDQGR length=42 xy=0859_1705 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B2XN7 length=140 xy=0736_1637 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CF6VQ length=299 xy=0887_1604 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B4IJR length=327 xy=0754_1621 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B4OXL length=140 xy=0756_1703 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CE72E length=359 xy=0876_1540 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CA6TR length=333 xy=0830_1725 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B9LVZ length=370 xy=0812_1661 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B41GO length=119 xy=0760_1558 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B4OXS length=394 xy=0756_1710 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B5A0D length=394 xy=0763_1643 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B3ZI7 length=267 xy=0748_1553 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B47SY length=154 xy=0762_1584 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B2EQ7 length=366 xy=0730_1697 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B5D68 length=135 xy=0764_1682 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B6SR2 length=263 xy=0780_1696 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B2KYQ length=377 xy=0732_1552 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B6PKZ length=333 xy=0779_1649 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CG2HX length=303 xy=0897_1619 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CGZEW length=203 xy=0896_1718 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B8WKS length=84 xy=0804_1626 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B59RR length=336 xy=0774_1637 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CC7GS length=367 xy=0853_1658 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B6157 length=371 xy=0783_1581 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B6PLI length=303 xy=0779_1668 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CCXZQ length=336 xy=0850_1668 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B7ESV length=75 xy=0787_1565 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CDAOO length=308 xy=0854_1734 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B9YHL length=184 xy=0816_1607 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B5KGH length=253 xy=0766_1599 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B8ZOC length=68 xy=0805_1546 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B53HU length=86 xy=0772_1696 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CDM9L length=50 xy=0858_1655 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CG5O8 length=285 xy=0898_1674 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CE1TC length=196 xy=0874_1630 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B8TIM length=531 xy=0803_1756 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B2UHQ length=71 xy=0735_1612 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B2BNB length=422 xy=0729_1765 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B6F1N length=317 xy=0776_1577 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B97X7 length=169 xy=0819_1581 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CE4XJ length=336 xy=0875_1573 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B703E length=436 xy=0794_1784 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B8TI6 length=124 xy=0803_1776 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CA0EU length=229 xy=0828_1604 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B4OX7 length=90 xy=0756_1725 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B94V7 length=161 xy=0818_1717 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B6I6E length=363 xy=0777_1540 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B8TCK length=284 xy=0803_1538 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B32OU length=72 xy=0749_1548 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B59VU length=372 xy=0774_1784 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B5W19 length=369 xy=0770_1551 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B8DLK length=330 xy=0798_1606 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B3TCI length=320 xy=0746_1728 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CAT3J length=317 xy=0826_1613 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B9VCR length=472 xy=0815_1641 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CAT77 length=276 xy=0826_1781 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B4R5N length=465 xy=0757_1785 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B7RIJ length=221 xy=0791_1657 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CGMQ5 length=299 xy=0892_1695 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B5HD7 length=263 xy=0765_1725 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CESBN length=211 xy=0871_1617 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B7UNU length=60 xy=0792_1640 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B7BNW length=175 xy=0786_1594 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B47UU length=362 xy=0762_1652 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CD9BD length=120 xy=0865_1559 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CE1W4 length=331 xy=0874_1766 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02CDDVN length=268 xy=0855_1777 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
GGBKTAO02B8WNA length=438 xy=0804_1716 region=2 run=R_2010_04_28_09_04_12_	NA	NA	NA	NA	NA	NA
